1,2023-07-03 13:15:22,152.3,11.63
2,2023-07-03 13:15:29,151.61,12.05
3,2023-07-03 13:15:33,153.42,11.96
4,2023-07-03 13:15:38,151.78,10.79
5,2023-07-03 13:15:46,151.84,12.68
6,2023-07-03 13:15:49,152.02,9.02
7,2023-07-03 13:15:51,151.45,10.13
8,2023-07-03 13:15:56,149.17,11.9
9,2023-07-03 13:16:01,150.08,11.22
10,2023-07-03 13:16:02,152.27,13.43
11,2023-07-03 13:16:08,152.91,9.78
12,2023-07-03 13:16:09,152.18,10.99
13,2023-07-03 13:16:11,152.04,11.75
14,2023-07-03 13:16:15,153.23,10.37
15,2023-07-03 13:16:24,154.4,8.77
16,2023-07-03 13:16:33,156.81,8.91
17,2023-07-03 13:16:33,155.82,10.15
18,2023-07-03 13:16:42,157.81,7.9
19,2023-07-03 13:16:47,159.06,10.15
20,2023-07-03 13:16:56,160.08,8.93
21,2023-07-03 13:17:03,163.54,11.44
22,2023-07-03 13:17:03,165.12,5.54
23,2023-07-03 13:17:07,167.88,7.05
24,2023-07-03 13:17:15,168.24,12.43
25,2023-07-03 13:17:15,168.36,9.11
26,2023-07-03 13:17:23,167.68,7.32
27,2023-07-03 13:17:26,168.33,15.75
28,2023-07-03 13:17:31,166.75,9.31
29,2023-07-03 13:17:32,166.17,10.62
30,2023-07-03 13:17:35,166.02,9.68
31,2023-07-03 13:17:36,166.17,8.46
32,2023-07-03 13:17:40,168.77,9.92
33,2023-07-03 13:17:41,168.68,7.97
34,2023-07-03 13:17:48,168.21,10.3
35,2023-07-03 13:17:57,168.95,9.83
36,2023-07-03 13:18:03,170.1,11.33
37,2023-07-03 13:18:11,172.83,10.43
38,2023-07-03 13:18:19,172.2,8.02
39,2023-07-03 13:18:24,171.6,7.9
40,2023-07-03 13:18:32,173.2,10.79
41,2023-07-03 13:18:40,174,8.78
42,2023-07-03 13:18:45,176.25,7.89
43,2023-07-03 13:18:51,180.1,12.83
44,2023-07-03 13:18:54,180.99,10.54
45,2023-07-03 13:18:59,180.98,9.31
46,2023-07-03 13:19:08,179.44,12.41
47,2023-07-03 13:19:10,179.44,9.74
48,2023-07-03 13:19:10,180.37,7.71
49,2023-07-03 13:19:14,182.36,8.5
50,2023-07-03 13:19:15,181.42,9.06
51,2023-07-03 13:19:15,183.37,8.64
52,2023-07-03 13:19:18,186.42,12.74
53,2023-07-03 13:19:23,185.61,10.94
54,2023-07-03 13:19:32,184.46,10.65
55,2023-07-03 13:19:38,182.97,13.56
56,2023-07-03 13:19:40,183.03,10.4
57,2023-07-03 13:19:47,183.99,11.34
58,2023-07-03 13:19:49,184.35,11.71
59,2023-07-03 13:19:55,184.41,8.73
60,2023-07-03 13:19:59,180.37,9
61,2023-07-03 13:20:05,180.79,10.68
62,2023-07-03 13:20:09,178.18,10.27
63,2023-07-03 13:20:17,180.56,10.75
64,2023-07-03 13:20:24,182.36,9.21
65,2023-07-03 13:20:26,183.39,10.09
66,2023-07-03 13:20:26,183,7.68
67,2023-07-03 13:20:33,185.31,9.81
68,2023-07-03 13:20:34,187.47,9.11
69,2023-07-03 13:20:34,184.1,9.03
70,2023-07-03 13:20:37,183.55,11.09
71,2023-07-03 13:20:37,186.19,8.82
72,2023-07-03 13:20:43,183.23,8.72
73,2023-07-03 13:20:52,186.35,8.7
74,2023-07-03 13:21:00,183.83,6.56
75,2023-07-03 13:21:00,182.2,10.93
76,2023-07-03 13:21:08,179.76,11.57
77,2023-07-03 13:21:09,178.87,9.19
78,2023-07-03 13:21:14,180.54,8.93
79,2023-07-03 13:21:14,180.57,10.08
80,2023-07-03 13:21:23,181.94,11.68
81,2023-07-03 13:21:27,179.99,9.8
82,2023-07-03 13:21:33,178.13,9.71
83,2023-07-03 13:21:36,177.3,9.32
84,2023-07-03 13:21:45,175.83,7.31
85,2023-07-03 13:21:51,176.27,6.85
86,2023-07-03 13:21:57,176.42,11.25
87,2023-07-03 13:22:06,176.52,9.26
88,2023-07-03 13:22:10,177.32,13.06
89,2023-07-03 13:22:11,178.78,8.73
90,2023-07-03 13:22:13,179.03,8.92
91,2023-07-03 13:22:13,178.63,11.81
92,2023-07-03 13:22:18,178.69,6.91
93,2023-07-03 13:22:24,179.15,10.05
94,2023-07-03 13:22:26,178.96,12.64
95,2023-07-03 13:22:28,178.42,13.19
96,2023-07-03 13:22:35,176.19,6.06
97,2023-07-03 13:22:43,174.61,9
98,2023-07-03 13:22:45,177.67,9.06
99,2023-07-03 13:22:47,179.15,10.9
100,2023-07-03 13:22:56,181.73,9.39
101,2023-07-03 13:23:05,181.59,11.25
102,2023-07-03 13:23:12,186.6,11.43
103,2023-07-03 13:23:13,184.58,8.61
104,2023-07-03 13:23:14,183.45,10.74
105,2023-07-03 13:23:22,183.16,13.35
106,2023-07-03 13:23:25,184.46,9.64
107,2023-07-03 13:23:31,184.06,7.89
108,2023-07-03 13:23:31,185.76,8.16
109,2023-07-03 13:23:36,186.41,12.26
110,2023-07-03 13:23:40,185.73,9.17
111,2023-07-03 13:23:44,184,10.22
112,2023-07-03 13:23:50,182.52,10
113,2023-07-03 13:23:51,185.4,9.62
114,2023-07-03 13:24:00,183.77,12.48
115,2023-07-03 13:24:08,184.32,7.68
116,2023-07-03 13:24:16,183.24,7.98
117,2023-07-03 13:24:17,184.59,11.05
118,2023-07-03 13:24:19,185.03,10.27
119,2023-07-03 13:24:21,186.33,9.04
120,2023-07-03 13:24:21,186.4,8.14
121,2023-07-03 13:24:27,185.94,6.97
122,2023-07-03 13:24:31,186.53,11.28
123,2023-07-03 13:24:36,182.29,10.17
124,2023-07-03 13:24:42,180.55,8.8
125,2023-07-03 13:24:46,180.84,11.36
126,2023-07-03 13:24:48,182.48,9.4
127,2023-07-03 13:24:49,183.15,9.13
128,2023-07-03 13:24:51,184.49,8.98
129,2023-07-03 13:24:57,186.64,9.22
130,2023-07-03 13:24:58,187.6,9.03
131,2023-07-03 13:24:58,185.55,7.16
